model,seed,horizon,forecast_origin,history_start,history_end,target_year,train_cutoff,topic_id,prediction,actual,predicted_growth,actual_growth
full,42,5,2019,2012,2019,2024,2019,21st century,16.15663719177246,36.0,-15.843362808227539,4.0
full,42,5,2019,2012,2019,2024,2019,3d laser,13.387378692626953,31.0,-24.612621307373047,-7.0
full,42,5,2019,2012,2019,2024,2019,3d laser scanning,11.388509750366211,31.0,-18.61149024963379,1.0
full,42,5,2019,2012,2019,2024,2019,3d modeling,0.6683294177055359,22.0,-8.331670582294464,13.0
full,42,5,2019,2012,2019,2024,2019,3d modelling,6.072994232177734,4.0,-2.9270057678222656,-5.0
full,42,5,2019,2012,2019,2024,2019,3d models,6.6601457595825195,13.0,-25.33985424041748,-19.0
full,42,5,2019,2012,2019,2024,2019,3d printing,0.7118445038795471,50.0,-8.288155496120453,41.0
full,42,5,2019,2012,2019,2024,2019,3d scanning,11.65494155883789,31.0,-18.34505844116211,1.0
full,42,5,2019,2012,2019,2024,2019,abroad,12.135613441467285,18.0,-17.864386558532715,-12.0
full,42,5,2019,2012,2019,2024,2019,acceptance,7.069631576538086,40.0,-29.930368423461914,3.0
full,42,5,2019,2012,2019,2024,2019,access,4.4055681228637695,38.0,-59.59443187713623,-26.0
full,42,5,2019,2012,2019,2024,2019,accessible,1.5750333070755005,12.0,-4.4249666929244995,6.0
full,42,5,2019,2012,2019,2024,2019,accuracy,0.05989426374435425,23.0,0.05989426374435425,23.0
full,42,5,2019,2012,2019,2024,2019,accurate,2.5443828105926514,12.0,-7.455617189407349,2.0
full,42,5,2019,2012,2019,2024,2019,achieving,1.0905710458755493,47.0,-12.90942895412445,33.0
full,42,5,2019,2012,2019,2024,2019,acknowledgements,0.9884835481643677,5.0,-4.011516451835632,0.0
full,42,5,2019,2012,2019,2024,2019,acquisition,0.05989426374435425,9.0,0.05989426374435425,9.0
full,42,5,2019,2012,2019,2024,2019,action,9.888124465942383,350.0,-247.11187553405762,93.0
full,42,5,2019,2012,2019,2024,2019,activism,0.483731210231781,15.0,-5.516268789768219,9.0
full,42,5,2019,2012,2019,2024,2019,activities,15.770370483398438,52.0,-18.229629516601562,18.0
full,42,5,2019,2012,2019,2024,2019,activity,16.588481903076172,37.0,-28.411518096923828,-8.0
full,42,5,2019,2012,2019,2024,2019,adaptation,4.236137866973877,29.0,-21.763862133026123,3.0
full,42,5,2019,2012,2019,2024,2019,adaptive,12.710244178771973,18.0,-8.289755821228027,-3.0
full,42,5,2019,2012,2019,2024,2019,addressing,2.412780284881592,17.0,-6.587219715118408,8.0
full,42,5,2019,2012,2019,2024,2019,aden,2.1374449729919434,1.0,-5.862555027008057,-7.0
full,42,5,2019,2012,2019,2024,2019,adoption,14.87739086151123,53.0,-19.12260913848877,19.0
full,42,5,2019,2012,2019,2024,2019,adults,0.05989426374435425,0.0,0.05989426374435425,0.0
full,42,5,2019,2012,2019,2024,2019,advanced,18.240982055664062,23.0,-15.759017944335938,-11.0
full,42,5,2019,2012,2019,2024,2019,advances,15.098788261413574,52.0,-16.901211738586426,20.0
full,42,5,2019,2012,2019,2024,2019,advances in,8.188064575195312,31.0,-7.8119354248046875,15.0
full,42,5,2019,2012,2019,2024,2019,advancing,0.9520190358161926,40.0,-8.047980964183807,31.0
full,42,5,2019,2012,2019,2024,2019,advantages,0.05989426374435425,26.0,0.05989426374435425,26.0
full,42,5,2019,2012,2019,2024,2019,advertising,2.6825780868530273,50.0,-7.317421913146973,40.0
full,42,5,2019,2012,2019,2024,2019,africa,26.606225967407227,242.0,-192.39377403259277,23.0
full,42,5,2019,2012,2019,2024,2019,african,8.666497230529785,50.0,-40.333502769470215,1.0
full,42,5,2019,2012,2019,2024,2019,afterword,2.6682538986206055,13.0,-8.331746101379395,2.0
full,42,5,2019,2012,2019,2024,2019,against,4.373386383056641,18.0,-13.62661361694336,0.0
full,42,5,2019,2012,2019,2024,2019,age of,21.998750686645508,130.0,-97.00124931335449,11.0
full,42,5,2019,2012,2019,2024,2019,agencies,2.412780284881592,17.0,-6.587219715118408,8.0
full,42,5,2019,2012,2019,2024,2019,agenda,22.207571029663086,160.0,-29.792428970336914,108.0
full,42,5,2019,2012,2019,2024,2019,agentic,0.05989426374435425,0.0,0.05989426374435425,0.0
full,42,5,2019,2012,2019,2024,2019,agents,2.0480945110321045,45.0,-21.951905488967896,21.0
full,42,5,2019,2012,2019,2024,2019,agricultural,11.49276351928711,26.0,-8.50723648071289,6.0
full,42,5,2019,2012,2019,2024,2019,ai chatbot,0.05989426374435425,41.0,0.05989426374435425,41.0
full,42,5,2019,2012,2019,2024,2019,ai in,0.6780111193656921,157.0,-8.321988880634308,148.0
full,42,5,2019,2012,2019,2024,2019,ai on,0.05989426374435425,15.0,0.05989426374435425,15.0
full,42,5,2019,2012,2019,2024,2019,ai-driven,0.05989426374435425,30.0,0.05989426374435425,30.0
full,42,5,2019,2012,2019,2024,2019,ai-enabled,0.05989426374435425,6.0,0.05989426374435425,6.0
full,42,5,2019,2012,2019,2024,2019,ai-generated,0.05989426374435425,33.0,0.05989426374435425,33.0
full,42,5,2019,2012,2019,2024,2019,ai-generated content,0.05989426374435425,24.0,0.05989426374435425,24.0
full,42,5,2019,2012,2019,2024,2019,ai-powered,0.05989426374435425,8.0,0.05989426374435425,8.0
full,42,5,2019,2012,2019,2024,2019,ai伦理,6.373971939086914,20.0,-0.6260280609130859,13.0
full,42,5,2019,2012,2019,2024,2019,al jazeera,27.015426635742188,48.0,-143.9845733642578,-123.0
full,42,5,2019,2012,2019,2024,2019,al jazeera and,18.306554794311523,0.0,-18.693445205688477,-37.0
full,42,5,2019,2012,2019,2024,2019,al jazeera english,0.05989426374435425,24.0,0.05989426374435425,24.0
full,42,5,2019,2012,2019,2024,2019,al-jazeera,2.070396661758423,9.0,-32.92960333824158,-26.0
full,42,5,2019,2012,2019,2024,2019,aleppo,0.05989426374435425,9.0,0.05989426374435425,9.0
full,42,5,2019,2012,2019,2024,2019,algorithmic,12.594427108764648,3.0,-2.4055728912353516,-12.0
full,42,5,2019,2012,2019,2024,2019,algorithms,9.602051734924316,71.0,-5.397948265075684,56.0
full,42,5,2019,2012,2019,2024,2019,alignment,8.37771224975586,6.0,-0.6222877502441406,-3.0
full,42,5,2019,2012,2019,2024,2019,along,10.47392749786377,52.0,-5.5260725021362305,36.0
full,42,5,2019,2012,2019,2024,2019,along the silk,0.05989426374435425,29.0,0.05989426374435425,29.0
full,42,5,2019,2012,2019,2024,2019,alternative,2.9330151081085205,36.0,-34.06698489189148,-1.0
full,42,5,2019,2012,2019,2024,2019,america,20.378541946411133,138.0,-96.62145805358887,21.0
