source,target,weight
J Alexander,Susan Kirsh,1
Brad T. Sherman,Da Wei Huang,1
Da Wei Huang,Richard A. Lempicki,1
Brad T. Sherman,Richard A. Lempicki,1
Erik Tollerud,Thomas Robitaille,1
P. Greenfield,Thomas Robitaille,1
Michael Droettboom,Thomas Robitaille,1
Erik M. Bray,Thomas Robitaille,1
Erik Tollerud,P. Greenfield,1
Erik Tollerud,Michael Droettboom,1
Erik M. Bray,Erik Tollerud,1
Michael Droettboom,P. Greenfield,1
Erik M. Bray,P. Greenfield,1
Erik M. Bray,Michael Droettboom,1
Jeffrey A. Martin,Kathleen M. Eisenhardt,1
Mohsen Naghavi,Rafael Lozano,1
Kyle J Foreman,Rafael Lozano,1
Rafael Lozano,Stephen S Lim,1
Kenji Shibuya,Rafael Lozano,1
Kyle J Foreman,Mohsen Naghavi,1
Mohsen Naghavi,Stephen S Lim,1
Kenji Shibuya,Mohsen Naghavi,1
Kyle J Foreman,Stephen S Lim,1
Kenji Shibuya,Kyle J Foreman,1
Alfonso J. Cruz‐Jentoft,Gülistan Bahat,1
Alfonso J. Cruz‐Jentoft,Olivier Bruyère,1
Gülistan Bahat,Jürgen M. Bauer,1
Gülistan Bahat,Yves Boirie‌,1
Gülistan Bahat,Olivier Bruyère,1
Jürgen M. Bauer,Olivier Bruyère,1
Olivier Bruyère,Yves Boirie‌,1
Degu Abate,Spencer L James,1
Kalkidan Hassen Abate,Spencer L James,1
Solomón Mequanente Abay,Spencer L James,1
Cristiana Abbafati,Spencer L James,1
Maartje M. van Stralen,Susan Michie,1
Robert West,Susan Michie,1
Maartje M. van Stralen,Robert West,1
Giuseppe Mancia,Robert Fagard,1
Giuseppe Mancia,Krzysztof Narkiewicz,1
Giuseppe Mancia,Josep Redón,1
Alberto Zanchetti,Giuseppe Mancia,1
Krzysztof Narkiewicz,Robert Fagard,1
Josep Redón,Robert Fagard,1
Alberto Zanchetti,Robert Fagard,1
Josep Redón,Krzysztof Narkiewicz,1
Alberto Zanchetti,Krzysztof Narkiewicz,1
Alberto Zanchetti,Josep Redón,1
David Moher,Larissa Shamseer,1
Larissa Shamseer,Mike Clarke,1
Davina Ghersi,Larissa Shamseer,1
A. Liberati,Larissa Shamseer,1
David Moher,Mike Clarke,1
David Moher,Davina Ghersi,1
A. Liberati,David Moher,1
Davina Ghersi,Mike Clarke,1
A. Liberati,Mike Clarke,1
A. Liberati,Davina Ghersi,1
Anil K. Jain,M. Narasimha Murty,1
Anil K. Jain,Patrick J. Flynn,1
M. Narasimha Murty,Patrick J. Flynn,1
Marco Metra,Theresa A. McDonagh,1
Marianna Adamo,Theresa A. McDonagh,1
Roy S. Gardner,Theresa A. McDonagh,1
Andreas Baumbach,Theresa A. McDonagh,1
Marco Metra,Marianna Adamo,1
Marco Metra,Roy S. Gardner,1
Andreas Baumbach,Marco Metra,1
Marianna Adamo,Roy S. Gardner,1
Andreas Baumbach,Marianna Adamo,1
Andreas Baumbach,Roy S. Gardner,1
Allan Collins,John Seely Brown,1
John Seely Brown,Paul Duguid,1
Allan Collins,Paul Duguid,1
Robert Gentleman,Vincent J. Carey,1
Douglas M. Bates,Robert Gentleman,1
Ben Bolstad,Robert Gentleman,1
Marcel Dettling,Robert Gentleman,1
Douglas M. Bates,Vincent J. Carey,1
Ben Bolstad,Vincent J. Carey,1
Marcel Dettling,Vincent J. Carey,1
Ben Bolstad,Douglas M. Bates,1
Douglas M. Bates,Marcel Dettling,1
Ben Bolstad,Marcel Dettling,1
Sandrine Bony,Veronika Eyring,1
Gerald A. Meehl,Veronika Eyring,1
C. A. Senior,Veronika Eyring,1
Björn Stevens,Veronika Eyring,1
Gerald A. Meehl,Sandrine Bony,1
C. A. Senior,Sandrine Bony,1
Björn Stevens,Sandrine Bony,1
C. A. Senior,Gerald A. Meehl,1
Björn Stevens,Gerald A. Meehl,1
Björn Stevens,C. A. Senior,1
Abraham D Flaxman,Stephen S Lim,1
Goodarz Danaei,Stephen S Lim,1
Abraham D Flaxman,Theo Vos,1
Goodarz Danaei,Theo Vos,1
Kenji Shibuya,Theo Vos,1
Abraham D Flaxman,Goodarz Danaei,1
Abraham D Flaxman,Kenji Shibuya,1
Goodarz Danaei,Kenji Shibuya,1
Jayavardhana Gubbi,Rajkumar Buyya,1
Jayavardhana Gubbi,Slaven Marusic,1
Jayavardhana Gubbi,Marimuthu Palaniswami,1
Rajkumar Buyya,Slaven Marusic,1
Marimuthu Palaniswami,Rajkumar Buyya,1
Marimuthu Palaniswami,Slaven Marusic,1
Alfonso J. Cruz‐Jentoft,Jean‐Pierre Baeyens,1
Alfonso J. Cruz‐Jentoft,Tommy Cederholm,1
Jean‐Pierre Baeyens,Jürgen M. Bauer,1
Jean‐Pierre Baeyens,Yves Boirie‌,1
Jean‐Pierre Baeyens,Tommy Cederholm,1
Jürgen M. Bauer,Tommy Cederholm,1
Tommy Cederholm,Yves Boirie‌,1
Junjie Qin,Ruiqiang Li,1
Jeroen Raes,Junjie Qin,1
Junjie Qin,Manimozhiyan Arumugam,1
Junjie Qin,Kristoffer Sølvsten Burgdorf,1
Jeroen Raes,Ruiqiang Li,1
Manimozhiyan Arumugam,Ruiqiang Li,1
Kristoffer Sølvsten Burgdorf,Ruiqiang Li,1
Jeroen Raes,Manimozhiyan Arumugam,1
Jeroen Raes,Kristoffer Sølvsten Burgdorf,1
Kristoffer Sølvsten Burgdorf,Manimozhiyan Arumugam,1
Adriaan A. Voors,Piotr Ponikowski,1
Piotr Ponikowski,Stefan D. Anker,1
Héctor Bueno,Piotr Ponikowski,1
John G. F. Cleland,Piotr Ponikowski,1
Adriaan A. Voors,Stefan D. Anker,1
Adriaan A. Voors,Héctor Bueno,1
Adriaan A. Voors,John G. F. Cleland,1
Héctor Bueno,Stefan D. Anker,1
John G. F. Cleland,Stefan D. Anker,1
Héctor Bueno,John G. F. Cleland,1
Colin Mathers,Dejan Lončar,1
Pascal Fries,Robert Oostenveld,1
Eric Maris,Robert Oostenveld,1
Jan‐Mathijs Schoffelen,Robert Oostenveld,1
Eric Maris,Pascal Fries,1
Jan‐Mathijs Schoffelen,Pascal Fries,1
Eric Maris,Jan‐Mathijs Schoffelen,1
Michael Banck,Noel M. O’Boyle,1
Craig A. James,Noel M. O’Boyle,1
Chris Morley,Noel M. O’Boyle,1
Noel M. O’Boyle,Tim Vandermeersch,1
Craig A. James,Michael Banck,1
Chris Morley,Michael Banck,1
Michael Banck,Tim Vandermeersch,1
Chris Morley,Craig A. James,1
Craig A. James,Tim Vandermeersch,1
Chris Morley,Tim Vandermeersch,1
David Moher,Matthew J. Page,1
David Moher,Patrick M. Bossuyt,1
David Moher,Isabelle Boutron,1
David Moher,Tammy Hoffmann,1
David H. Alexander,John Novembre,1
David H. Alexander,Kenneth Lange,1
John Novembre,Kenneth Lange,1
Bryan Williams,Giuseppe Mancia,1
Bryan Williams,Wilko Spiering,1
Bryan Williams,Enrico Agabiti Rosei,1
Bryan Williams,Michel Azizi,1
Giuseppe Mancia,Wilko Spiering,1
Enrico Agabiti Rosei,Giuseppe Mancia,1
Giuseppe Mancia,Michel Azizi,1
Enrico Agabiti Rosei,Wilko Spiering,1
Michel Azizi,Wilko Spiering,1
Enrico Agabiti Rosei,Michel Azizi,1
Clifford R. Jack,David A. Bennett,1
Clifford R. Jack,Kaj Blennow,1
Clifford R. Jack,María C. Carrillo,1
David A. Bennett,Kaj Blennow,1
David A. Bennett,María C. Carrillo,1
Billy Dunn,David A. Bennett,1
Kaj Blennow,María C. Carrillo,1
Billy Dunn,Kaj Blennow,1
Billy Dunn,María C. Carrillo,1
Attilio Orazi,Daniel A. Arber,1
Daniel A. Arber,Robert P. Hasserjian,1
Daniel A. Arber,Jürgen Thiele,1
Attilio Orazi,Robert P. Hasserjian,1
Attilio Orazi,Jürgen Thiele,1
Attilio Orazi,Michael J. Borowitz,1
Jürgen Thiele,Robert P. Hasserjian,1
Michael J. Borowitz,Robert P. Hasserjian,1
Jürgen Thiele,Michael J. Borowitz,1
Peter W. Gething,Samir Bhatt,1
Oliver J. Brady,Samir Bhatt,1
Jane P. Messina,Samir Bhatt,1
Andrew Farlow,Samir Bhatt,1
Oliver J. Brady,Peter W. Gething,1
Jane P. Messina,Peter W. Gething,1
Andrew Farlow,Peter W. Gething,1
Jane P. Messina,Oliver J. Brady,1
Andrew Farlow,Oliver J. Brady,1
Andrew Farlow,Jane P. Messina,1
Colin R. Groom,Ian Bruno,1
Colin R. Groom,Matthew P. Lightfoot,1
Colin R. Groom,Suzanna C. Ward,1
Ian Bruno,Matthew P. Lightfoot,1
Ian Bruno,Suzanna C. Ward,1
Matthew P. Lightfoot,Suzanna C. Ward,1
S. Chatrchyan,V. Khachatryan,1
A. M. Sirunyan,S. Chatrchyan,1
A. Tumasyan,S. Chatrchyan,1
S. Chatrchyan,W. Adam,1
A. M. Sirunyan,V. Khachatryan,1
A. Tumasyan,V. Khachatryan,1
V. Khachatryan,W. Adam,1
A. M. Sirunyan,A. Tumasyan,1
A. M. Sirunyan,W. Adam,1
A. Tumasyan,W. Adam,1
Farnaz,Shaliha,1
Mozaffari,Shaliha,1
Maryam,Shaliha,1
Ramezani,Shaliha,1
Faeze,Shaliha,1
Hajnasiri,Shaliha,1
Hamideh,Shaliha,1
Moafi,Shaliha,1
Farnoosh,Shaliha,1
Farnaz,Mozaffari,1
Farnaz,Maryam,1
Farnaz,Ramezani,1
Faeze,Farnaz,1
Farnaz,Hajnasiri,1
Farnaz,Hamideh,1
Farnaz,Moafi,1
Farnaz,Farnoosh,1
Maryam,Mozaffari,1
Mozaffari,Ramezani,1
Faeze,Mozaffari,1
Hajnasiri,Mozaffari,1
Hamideh,Mozaffari,1
Moafi,Mozaffari,1
Farnoosh,Mozaffari,1
Maryam,Ramezani,1
Faeze,Maryam,1
Hajnasiri,Maryam,1
Hamideh,Maryam,1
Maryam,Moafi,1
Farnoosh,Maryam,1
Faeze,Ramezani,1
Hajnasiri,Ramezani,1
Hamideh,Ramezani,1
Moafi,Ramezani,1
Farnoosh,Ramezani,1
Faeze,Hajnasiri,1
Faeze,Hamideh,1
Faeze,Moafi,1
Faeze,Farnoosh,1
Hajnasiri,Hamideh,1
Hajnasiri,Moafi,1
Farnoosh,Hajnasiri,1
Hamideh,Moafi,1
Farnoosh,Hamideh,1
Farnoosh,Moafi,1
Aleksandr Y. Aravkin,Christopher J L Murray,1
Christopher J L Murray,Peng Zheng,1
Christopher J L Murray,Cristiana Abbafati,1
Christopher J L Murray,Kaja Abbas,1
Aleksandr Y. Aravkin,Cristiana Abbafati,1
Aleksandr Y. Aravkin,Kaja Abbas,1
Cristiana Abbafati,Peng Zheng,1
Kaja Abbas,Peng Zheng,1
Carolyn C. Compton,Stephen B. Edge,1
Colin Hill,Francisco Guarner,1
Colin Hill,Gregor Reid,1
Colin Hill,Glenn R. Gibson,1
Colin Hill,Daniel Merenstein,1
Francisco Guarner,Gregor Reid,1
Francisco Guarner,Glenn R. Gibson,1
Daniel Merenstein,Francisco Guarner,1
Glenn R. Gibson,Gregor Reid,1
Daniel Merenstein,Gregor Reid,1
Daniel Merenstein,Glenn R. Gibson,1
Alejandro Barredo Arrieta,Natalia Díaz-Rodríguez,1
Alejandro Barredo Arrieta,Javier Del Ser,1
Adrien Bennetot,Alejandro Barredo Arrieta,1
Alejandro Barredo Arrieta,Siham Tabik,1
Adrien Bennetot,Natalia Díaz-Rodríguez,1
Natalia Díaz-Rodríguez,Siham Tabik,1
Adrien Bennetot,Javier Del Ser,1
Javier Del Ser,Siham Tabik,1
Adrien Bennetot,Siham Tabik,1
David Moher,Sally Hopewell,1
David Moher,Víctor M. Montori,1
Kenneth F. Schulz,Sally Hopewell,1
Sally Hopewell,Víctor M. Montori,1
Peter C Gøtzsche,Sally Hopewell,1
Kenneth F. Schulz,Víctor M. Montori,1
Kenneth F. Schulz,Peter C Gøtzsche,1
Peter C Gøtzsche,Víctor M. Montori,1
Colin Baigent,François Mach,1
Alberico L. Catapano,François Mach,1
François Mach,Manuela Casula,1
Alberico L. Catapano,Colin Baigent,1
Colin Baigent,Konstantinos C. Koskinas,1
Colin Baigent,Manuela Casula,1
Alberico L. Catapano,Konstantinos C. Koskinas,1
Alberico L. Catapano,Manuela Casula,1
Konstantinos C. Koskinas,Manuela Casula,1
Andriy Fedorov,Reinhard Beichel,1
Andriy Fedorov,Jayashree Kalpathy–Cramer,1
Andriy Fedorov,Julien Finet,1
Andriy Fedorov,Jean‐Christophe Fillion‐Robin,1
Jayashree Kalpathy–Cramer,Reinhard Beichel,1
Julien Finet,Reinhard Beichel,1
Jean‐Christophe Fillion‐Robin,Reinhard Beichel,1
Jayashree Kalpathy–Cramer,Julien Finet,1
Jayashree Kalpathy–Cramer,Jean‐Christophe Fillion‐Robin,1
Jean‐Christophe Fillion‐Robin,Julien Finet,1
Enola K. Proctor,Hiie Silmere,1
Enola K. Proctor,Ramesh Raghavan,1
Enola K. Proctor,Peter S. Hovmand,1
Enola K. Proctor,Greg Aarons,1
Hiie Silmere,Ramesh Raghavan,1
Hiie Silmere,Peter S. Hovmand,1
Greg Aarons,Hiie Silmere,1
Peter S. Hovmand,Ramesh Raghavan,1
Greg Aarons,Ramesh Raghavan,1
Greg Aarons,Peter S. Hovmand,1
Damien Ernst,Pierre Geurts,1
Louis Wehenkel,Pierre Geurts,1
Damien Ernst,Louis Wehenkel,1
Annika L Gable,Damian Szklarczyk,1
Damian Szklarczyk,Katerina Nastou,1
Damian Szklarczyk,Rebecca Kirsch,1
Annika L Gable,Katerina Nastou,1
Annika L Gable,David Lyon,1
Annika L Gable,Rebecca Kirsch,1
David Lyon,Katerina Nastou,1
Katerina Nastou,Rebecca Kirsch,1
David Lyon,Rebecca Kirsch,1
Aldenor Gomes Santos,Gisele O. da Rocha,1
Aldenor Gomes Santos,Jaílson B. de Andrade,1
Gisele O. da Rocha,Jaílson B. de Andrade,1
Authors/Task Force Members:,Joep Perk,1
Authors/Task Force Members:,Guy De Backer,1
Authors/Task Force Members:,H. Gohlke,1
Authors/Task Force Members:,Ian Graham,1
Guy De Backer,Joep Perk,1
H. Gohlke,Joep Perk,1
Ian Graham,Joep Perk,1
Guy De Backer,H. Gohlke,1
Guy De Backer,Ian Graham,1
H. Gohlke,Ian Graham,1
B. N. Holben,T. F. Eck,1
B. N. Holben,I. Slutsker,1
B. N. Holben,D. Tanré,1
B. N. Holben,Jean-Pierre Buis,1
I. Slutsker,T. F. Eck,1
D. Tanré,T. F. Eck,1
Jean-Pierre Buis,T. F. Eck,1
D. Tanré,I. Slutsker,1
I. Slutsker,Jean-Pierre Buis,1
D. Tanré,Jean-Pierre Buis,1
G. Tomas M. Hult,Joseph F. Hair,1
Christian M. Ringle,Joseph F. Hair,1
Joseph F. Hair,Marko Sarstedt,1
Joseph F. Hair,Nicholas P. Danks,1
Christian M. Ringle,G. Tomas M. Hult,1
G. Tomas M. Hult,Marko Sarstedt,1
G. Tomas M. Hult,Nicholas P. Danks,1
Christian M. Ringle,Nicholas P. Danks,1
Marko Sarstedt,Nicholas P. Danks,1
Erik von Elm,Jan P. Vandenbroucke,1
Douglas G. Altman,Jan P. Vandenbroucke,1
Jan P. Vandenbroucke,Peter C Gøtzsche,1
Cynthia D. Mulrow,Jan P. Vandenbroucke,1
Douglas G. Altman,Erik von Elm,1
Erik von Elm,Peter C Gøtzsche,1
Cynthia D. Mulrow,Erik von Elm,1
G. Ribordy,Nicolas Gisin,1
Nicolas Gisin,Wolfgang Tittel,1
Hugo Zbinden,Nicolas Gisin,1
G. Ribordy,Wolfgang Tittel,1
G. Ribordy,Hugo Zbinden,1
Hugo Zbinden,Wolfgang Tittel,1
Kim B. Clark,Rebecca Henderson,1
Carlo Patrono,Marco Roffi,1
Jean‐Philippe Collet,Marco Roffi,1
Christian Mueller,Marco Roffi,1
Marco Roffi,Marco Valgimigli,1
Carlo Patrono,Jean‐Philippe Collet,1
Carlo Patrono,Christian Mueller,1
Carlo Patrono,Marco Valgimigli,1
Christian Mueller,Jean‐Philippe Collet,1
Jean‐Philippe Collet,Marco Valgimigli,1
Christian Mueller,Marco Valgimigli,1
Alistair E. W. Johnson,Tom Pollard,1
Alistair E. W. Johnson,Lu Shen,1
Alistair E. W. Johnson,Li-wei H. Lehman,1
Alistair E. W. Johnson,Mengling Feng,1
Lu Shen,Tom Pollard,1
Li-wei H. Lehman,Tom Pollard,1
Mengling Feng,Tom Pollard,1
Li-wei H. Lehman,Lu Shen,1
Lu Shen,Mengling Feng,1
Li-wei H. Lehman,Mengling Feng,1
Chen Wang,Peter Horby,1
Chen Wang,Frederick G. Hayden,1
Chen Wang,George F. Gao,1
Frederick G. Hayden,Peter Horby,1
George F. Gao,Peter Horby,1
Frederick G. Hayden,George F. Gao,1
John Burton,Richard M. Durbin,1
David M. Carter,Richard M. Durbin,1
Carol Churcher,Richard M. Durbin,1
Alison Coffey,Richard M. Durbin,1
David M. Carter,John Burton,1
Carol Churcher,John Burton,1
Alison Coffey,John Burton,1
Carol Churcher,David M. Carter,1
Alison Coffey,David M. Carter,1
Alison Coffey,Carol Churcher,1
Michelle Richardson,Susan Michie,1
Marie Johnston,Susan Michie,1
Charles Abraham,Susan Michie,1
Jill Francis,Susan Michie,1
Marie Johnston,Michelle Richardson,1
Charles Abraham,Michelle Richardson,1
Jill Francis,Michelle Richardson,1
Charles Abraham,Marie Johnston,1
Jill Francis,Marie Johnston,1
Charles Abraham,Jill Francis,1
César G. Victora,Rajiv Bahl,1
Aluísio J. D. Barros,César G. Victora,1
César G. Victora,Giovanny Vinícius Araújo de França,1
César G. Victora,Susan Horton,1
Aluísio J. D. Barros,Rajiv Bahl,1
Giovanny Vinícius Araújo de França,Rajiv Bahl,1
Rajiv Bahl,Susan Horton,1
Aluísio J. D. Barros,Giovanny Vinícius Araújo de França,1
Aluísio J. D. Barros,Susan Horton,1
Giovanny Vinícius Araújo de França,Susan Horton,1
Iouli E. Gordon,Laurence S. Rothman,1
C. Hill,Iouli E. Gordon,1
Iouli E. Gordon,Roman V. Kochanov,1
Iouli E. Gordon,Yan Tan,1
C. Hill,Laurence S. Rothman,1
Laurence S. Rothman,Roman V. Kochanov,1
Laurence S. Rothman,Yan Tan,1
C. Hill,Roman V. Kochanov,1
C. Hill,Yan Tan,1
Roman V. Kochanov,Yan Tan,1
David U. Hooper,F. Stuart Chapin,1
David U. Hooper,John J. Ewel,1
Andy Hector,David U. Hooper,1
David U. Hooper,Pablo Inchausti,1
F. Stuart Chapin,John J. Ewel,1
Andy Hector,F. Stuart Chapin,1
F. Stuart Chapin,Pablo Inchausti,1
Andy Hector,John J. Ewel,1
John J. Ewel,Pablo Inchausti,1
Andy Hector,Pablo Inchausti,1
Grace Zheng,Jessica M. Terry,1
Grace Zheng,Phillip Belgrader,1
Grace Zheng,Paul Ryvkin,1
Grace Zheng,Zachary Bent,1
Jessica M. Terry,Phillip Belgrader,1
Jessica M. Terry,Paul Ryvkin,1
Jessica M. Terry,Zachary Bent,1
Paul Ryvkin,Phillip Belgrader,1
Phillip Belgrader,Zachary Bent,1
Paul Ryvkin,Zachary Bent,1
Hillol Bala,Viswanath Venkatesh,1
Jeffrey A. Farrell,Rahul Satija,1
David Gennert,Rahul Satija,1
Alexander F. Schier,Rahul Satija,1
Aviv Regev,Rahul Satija,1
David Gennert,Jeffrey A. Farrell,1
Alexander F. Schier,Jeffrey A. Farrell,1
Aviv Regev,Jeffrey A. Farrell,1
Alexander F. Schier,David Gennert,1
Aviv Regev,David Gennert,1
Alexander F. Schier,Aviv Regev,1
Alexander E. Gorbalenya,Susan C. Baker,1
Alexander E. Gorbalenya,Ralph S. Baric,1
Alexander E. Gorbalenya,Raoul J. de Groot,1
Alexander E. Gorbalenya,Christian Drosten,1
Ralph S. Baric,Susan C. Baker,1
Raoul J. de Groot,Susan C. Baker,1
Christian Drosten,Susan C. Baker,1
Ralph S. Baric,Raoul J. de Groot,1
Christian Drosten,Ralph S. Baric,1
Christian Drosten,Raoul J. de Groot,1
Edward C. Jauch,Jeffrey L. Saver,1
Edward C. Jauch,Harold P. Adams,1
Askiel Bruno,Edward C. Jauch,1
Edward C. Jauch,John J. Connors,1
Harold P. Adams,Jeffrey L. Saver,1
Askiel Bruno,Jeffrey L. Saver,1
Jeffrey L. Saver,John J. Connors,1
Askiel Bruno,Harold P. Adams,1
Harold P. Adams,John J. Connors,1
Askiel Bruno,John J. Connors,1
Paula Reimer,William E. N. Austin,1
Paula Reimer,Édouard Bard,1
Alex Bayliss,Paula Reimer,1
Paul G. Blackwell,Paula Reimer,1
William E. N. Austin,Édouard Bard,1
Alex Bayliss,William E. N. Austin,1
Paul G. Blackwell,William E. N. Austin,1
Alex Bayliss,Édouard Bard,1
Paul G. Blackwell,Édouard Bard,1
Alex Bayliss,Paul G. Blackwell,1
Jinglan Zhang,Laith Alzubaidi,1
Amjad J. Humaidi,Laith Alzubaidi,1
Ayad Q. Al-Dujaili,Laith Alzubaidi,1
Laith Alzubaidi,Ye Duan,1
Amjad J. Humaidi,Jinglan Zhang,1
Ayad Q. Al-Dujaili,Jinglan Zhang,1
Jinglan Zhang,Ye Duan,1
Amjad J. Humaidi,Ayad Q. Al-Dujaili,1
Amjad J. Humaidi,Ye Duan,1
Ayad Q. Al-Dujaili,Ye Duan,1
Brent R. Stockwell,José Pedro Friedmann Angeli,1
Brent R. Stockwell,Hülya Bayır,1
Ashley I. Bush,Brent R. Stockwell,1
Brent R. Stockwell,Marcus Conrad,1
Hülya Bayır,José Pedro Friedmann Angeli,1
Ashley I. Bush,José Pedro Friedmann Angeli,1
José Pedro Friedmann Angeli,Marcus Conrad,1
Ashley I. Bush,Hülya Bayır,1
Hülya Bayır,Marcus Conrad,1
Ashley I. Bush,Marcus Conrad,1
Adrian M. Price-Whelan,Brigitta Sipőcz,1
Adrian M. Price-Whelan,Hans Moritz Günther,1
Adrian M. Price-Whelan,Pey Lian Lim,1
Adrian M. Price-Whelan,Steven M. Crawford,1
Brigitta Sipőcz,Hans Moritz Günther,1
Brigitta Sipőcz,Pey Lian Lim,1
Brigitta Sipőcz,Steven M. Crawford,1
Hans Moritz Günther,Pey Lian Lim,1
Hans Moritz Günther,Steven M. Crawford,1
Pey Lian Lim,Steven M. Crawford,1
Mitchell M. Levy,R.P. Dellinger,1
Andrew Rhodes,R.P. Dellinger,1
Djillali Annane,R.P. Dellinger,1
Herwig Gerlach,R.P. Dellinger,1
Djillali Annane,Mitchell M. Levy,1
Herwig Gerlach,Mitchell M. Levy,1
Andrew Rhodes,Djillali Annane,1
Andrew Rhodes,Herwig Gerlach,1
Djillali Annane,Herwig Gerlach,1
Russell E. Glasgow,Thomas Vogt,1
Russell E. Glasgow,Shawn M. Boles,1
Shawn M. Boles,Thomas Vogt,1
Naga Chalasani,Zobair M. Younossi,1
Joel E. Lavine,Naga Chalasani,1
Michael Charlton,Naga Chalasani,1
Kenneth Cusi,Naga Chalasani,1
Joel E. Lavine,Zobair M. Younossi,1
Michael Charlton,Zobair M. Younossi,1
Kenneth Cusi,Zobair M. Younossi,1
Joel E. Lavine,Michael Charlton,1
Joel E. Lavine,Kenneth Cusi,1
Kenneth Cusi,Michael Charlton,1
Craig T. January,L. Samüel Wann,1
Craig T. January,Joseph S. Alpert,1
Craig T. January,Hugh Calkins,1
Craig T. January,Joaquin E. Cigarroa,1
Joseph S. Alpert,L. Samüel Wann,1
Hugh Calkins,L. Samüel Wann,1
Joaquin E. Cigarroa,L. Samüel Wann,1
Hugh Calkins,Joseph S. Alpert,1
Joaquin E. Cigarroa,Joseph S. Alpert,1
Hugh Calkins,Joaquin E. Cigarroa,1
John A. Kellum,Ravindra L. Mehta,1
Ravindra L. Mehta,Sudhir V. Shah,1
Bruce A. Molitoris,Ravindra L. Mehta,1
Claudio Ronco,Ravindra L. Mehta,1
John A. Kellum,Sudhir V. Shah,1
Bruce A. Molitoris,John A. Kellum,1
Claudio Ronco,John A. Kellum,1
Bruce A. Molitoris,Sudhir V. Shah,1
Claudio Ronco,Sudhir V. Shah,1
Bruce A. Molitoris,Claudio Ronco,1
Bruce N. Cuthbert,Thomas R. Insel,1
Marjorie A. Garvey,Thomas R. Insel,1
Robert Heinssen,Thomas R. Insel,1
Daniel S. Pine,Thomas R. Insel,1
Bruce N. Cuthbert,Marjorie A. Garvey,1
Bruce N. Cuthbert,Robert Heinssen,1
Bruce N. Cuthbert,Daniel S. Pine,1
Marjorie A. Garvey,Robert Heinssen,1
Daniel S. Pine,Marjorie A. Garvey,1
Daniel S. Pine,Robert Heinssen,1
A.-W. Chan,Jennifer Tetzlaff,1
A.-W. Chan,Peter C Gøtzsche,1
A.-W. Chan,Douglas G. Altman,1
A.-W. Chan,H Mann,1
H Mann,Jennifer Tetzlaff,1
H Mann,Peter C Gøtzsche,1
Douglas G. Altman,H Mann,1
Michihiro Araki,Minoru Kanehisa,1
Masahiro Hattori,Minoru Kanehisa,1
Mika Hirakawa,Minoru Kanehisa,1
Michihiro Araki,Susumu Goto,1
Masahiro Hattori,Michihiro Araki,1
Michihiro Araki,Mika Hirakawa,1
Masahiro Hattori,Susumu Goto,1
Mika Hirakawa,Susumu Goto,1
Masahiro Hattori,Mika Hirakawa,1
Alex Bateman,María Martin,1
Alex Bateman,Sandra Orchard,1
Alex Bateman,Michele Magrane,1
Alex Bateman,Rahat Agivetova,1
María Martin,Sandra Orchard,1
María Martin,Michele Magrane,1
María Martin,Rahat Agivetova,1
Michele Magrane,Sandra Orchard,1
Rahat Agivetova,Sandra Orchard,1
Michele Magrane,Rahat Agivetova,1
Johan Rockström,Will Steffen,1
Johan Rockström,Kevin J. Noone,1
Johan Rockström,Åsa Persson,1
F. Stuart Chapin,Johan Rockström,1
Kevin J. Noone,Will Steffen,1
Will Steffen,Åsa Persson,1
F. Stuart Chapin,Will Steffen,1
Kevin J. Noone,Åsa Persson,1
F. Stuart Chapin,Kevin J. Noone,1
F. Stuart Chapin,Åsa Persson,1
J. H. J. de Bruijne,T. Prusti,1
A. G. A. Brown,T. Prusti,1
A. Vallenari,T. Prusti,1
C. Babusiaux,T. Prusti,1
A. G. A. Brown,J. H. J. de Bruijne,1
A. Vallenari,J. H. J. de Bruijne,1
C. Babusiaux,J. H. J. de Bruijne,1
A. G. A. Brown,A. Vallenari,1
A. G. A. Brown,C. Babusiaux,1
A. Vallenari,C. Babusiaux,1
George Em Karniadakis,Ioannis G. Kevrekidis,1
George Em Karniadakis,Lu Lu,1
George Em Karniadakis,Paris Perdikaris,1
George Em Karniadakis,Sifan Wang,1
Ioannis G. Kevrekidis,Lu Lu,1
Ioannis G. Kevrekidis,Paris Perdikaris,1
Ioannis G. Kevrekidis,Sifan Wang,1
Lu Lu,Paris Perdikaris,1
Lu Lu,Sifan Wang,1
Paris Perdikaris,Sifan Wang,1
Aaron Clauset,Cosma Rohilla Shalizi,1
Aaron Clauset,M. E. J. Newman,1
Cosma Rohilla Shalizi,M. E. J. Newman,1
Yongbin Sun,Yue Wang,1
Yue Wang,Ziwei Liu,1
Sanjay E. Sarma,Yue Wang,1
Michael M. Bronstein,Yue Wang,1
Yongbin Sun,Ziwei Liu,1
Sanjay E. Sarma,Yongbin Sun,1
Michael M. Bronstein,Yongbin Sun,1
Sanjay E. Sarma,Ziwei Liu,1
Michael M. Bronstein,Ziwei Liu,1
Michael M. Bronstein,Sanjay E. Sarma,1
Jingwen Bai,Yasset Pérez‐Riverol,1
Chakradhar Bandla,Yasset Pérez‐Riverol,1
David García‐Seisdedos,Yasset Pérez‐Riverol,1
Suresh Hewapathirana,Yasset Pérez‐Riverol,1
Chakradhar Bandla,Jingwen Bai,1
David García‐Seisdedos,Jingwen Bai,1
Jingwen Bai,Suresh Hewapathirana,1
