source,target,weight
Deepak Unni,Nomi L. Harris,1
Carlos Campos,Richard Elvira,1
Carlos Campos,Juan J. Gomez Rodriguez,1
Carlos Campos,Jose M. M. Montiel,1
Carlos Campos,Juan D. Tardos,1
Juan J. Gomez Rodriguez,Richard Elvira,1
Jose M. M. Montiel,Richard Elvira,1
Juan D. Tardos,Richard Elvira,1
Jose M. M. Montiel,Juan J. Gomez Rodriguez,1
Juan D. Tardos,Juan J. Gomez Rodriguez,1
Jose M. M. Montiel,Juan D. Tardos,1
Alexander Schaefer,Ru Kong,1
Alexander Schaefer,Evan M. Gordon,1
Alexander Schaefer,Timothy O. Laumann,1
Alexander Schaefer,Xi‐Nian Zuo,1
Evan M. Gordon,Ru Kong,1
Ru Kong,Timothy O. Laumann,1
Ru Kong,Xi‐Nian Zuo,1
Evan M. Gordon,Timothy O. Laumann,1
Evan M. Gordon,Xi‐Nian Zuo,1
Timothy O. Laumann,Xi‐Nian Zuo,1
Nir Kshetri,Yogesh K. Dwivedi,1
Laurie Hughes,Nir Kshetri,1
Emma Slade,Nir Kshetri,1
Anand Jeyaraj,Nir Kshetri,1
Emma Slade,Laurie Hughes,1
Anand Jeyaraj,Laurie Hughes,1
Anand Jeyaraj,Emma Slade,1
Michael I. Jordan,Zoubin Ghahramani,1
Michael I. Jordan,Tommi Jaakkola,1
Lawrence K. Saul,Michael I. Jordan,1
Tommi Jaakkola,Zoubin Ghahramani,1
Lawrence K. Saul,Zoubin Ghahramani,1
Lawrence K. Saul,Tommi Jaakkola,1
Heather A. Jacene,Richard L. Wahl,1
Richard L. Wahl,Yvette L. Kasamon,1
Martin A. Lodge,Richard L. Wahl,1
Heather A. Jacene,Yvette L. Kasamon,1
Heather A. Jacene,Martin A. Lodge,1
Martin A. Lodge,Yvette L. Kasamon,1
Bin Zhou,Rodrigo M. Carrillo‐Larco,1
Bin Zhou,Goodarz Danaei,1
Bin Zhou,Leanne M Riley,1
Bin Zhou,Christopher Paciorek,1
Goodarz Danaei,Rodrigo M. Carrillo‐Larco,1
Leanne M Riley,Rodrigo M. Carrillo‐Larco,1
Christopher Paciorek,Rodrigo M. Carrillo‐Larco,1
Goodarz Danaei,Leanne M Riley,1
Christopher Paciorek,Goodarz Danaei,1
Christopher Paciorek,Leanne M Riley,1
Brian D. Marx,Paul H.C. Eilers,1
Leho Tedersoo,Mohammad Bahram,1
Leho Tedersoo,Sergei Põlme,1
Leho Tedersoo,Urmas Kõljalg,1
Leho Tedersoo,Nourou S. Yorou,1
Mohammad Bahram,Sergei Põlme,1
Mohammad Bahram,Urmas Kõljalg,1
Mohammad Bahram,Nourou S. Yorou,1
Sergei Põlme,Urmas Kõljalg,1
Nourou S. Yorou,Sergei Põlme,1
Nourou S. Yorou,Urmas Kõljalg,1
Marcela Tavares de Souza,Michelly Dias da Silva,1
Marcela Tavares de Souza,Rachel de Carvalho,1
Michelly Dias da Silva,Rachel de Carvalho,1
Moriyoshi Ohara,Steven Cameron Woo,1
Evan Torrie,Steven Cameron Woo,1
Jaswinder Pal Singh,Steven Cameron Woo,1
Anoop Gupta,Steven Cameron Woo,1
Evan Torrie,Moriyoshi Ohara,1
Jaswinder Pal Singh,Moriyoshi Ohara,1
Anoop Gupta,Moriyoshi Ohara,1
Evan Torrie,Jaswinder Pal Singh,1
Anoop Gupta,Evan Torrie,1
Anoop Gupta,Jaswinder Pal Singh,1
Pengfei Liu,Weizhe Yuan,1
Jinlan Fu,Pengfei Liu,1
Pengfei Liu,Zhengbao Jiang,1
Hiroaki Hayashi,Pengfei Liu,1
Jinlan Fu,Weizhe Yuan,1
Weizhe Yuan,Zhengbao Jiang,1
Hiroaki Hayashi,Weizhe Yuan,1
Jinlan Fu,Zhengbao Jiang,1
Hiroaki Hayashi,Jinlan Fu,1
Hiroaki Hayashi,Zhengbao Jiang,1
Gary S. Lynn,Ned Kock,1
Andrea Cipriani,Toshi A. Furukawa,1
Andrea Cipriani,Georgia Salanti,1
Andrea Cipriani,Anna Chaimani,1
Andrea Cipriani,Lauren Atkinson,1
Georgia Salanti,Toshi A. Furukawa,1
Anna Chaimani,Toshi A. Furukawa,1
Lauren Atkinson,Toshi A. Furukawa,1
Anna Chaimani,Georgia Salanti,1
Georgia Salanti,Lauren Atkinson,1
Anna Chaimani,Lauren Atkinson,1
Bin Zhang,Peter Hornbeck,1
Beth Murray,Peter Hornbeck,1
Jon M. Kornhauser,Peter Hornbeck,1
Peter Hornbeck,Vaughan M. Latham,1
Beth Murray,Bin Zhang,1
Bin Zhang,Jon M. Kornhauser,1
Bin Zhang,Vaughan M. Latham,1
Beth Murray,Jon M. Kornhauser,1
Beth Murray,Vaughan M. Latham,1
Jon M. Kornhauser,Vaughan M. Latham,1
Kevin Crowston,Thomas W. Malone,1
Andrea Marzi,Michael Letko,1
Michael Letko,Vincent J. Munster,1
Andrea Marzi,Vincent J. Munster,1
Brian Alcock,Tammy T. Y. Lau,1
Brian Alcock,Kara K. Tsang,1
Brian Alcock,Mégane Bouchard,1
Amogelang R. Raphenya,Tammy T. Y. Lau,1
Amogelang R. Raphenya,Kara K. Tsang,1
Amogelang R. Raphenya,Mégane Bouchard,1
Kara K. Tsang,Tammy T. Y. Lau,1
Mégane Bouchard,Tammy T. Y. Lau,1
Kara K. Tsang,Mégane Bouchard,1
Karan Singhal,Shekoofeh Azizi,1
Karan Singhal,Tao Tu,1
Karan Singhal,S. Sara Mahdavi,1
Jason Lee,Karan Singhal,1
Shekoofeh Azizi,Tao Tu,1
S. Sara Mahdavi,Shekoofeh Azizi,1
Jason Lee,Shekoofeh Azizi,1
S. Sara Mahdavi,Tao Tu,1
Jason Lee,Tao Tu,1
Jason Lee,S. Sara Mahdavi,1
Daniel G. Anderson,Shady Farah,1
Róbert Langer,Shady Farah,1
Daniel G. Anderson,Róbert Langer,1
Erik Brynjolfsson,Lorin M. Hitt,1
Jonas Adler,Kathryn Tunyasuvunakool,1
Kathryn Tunyasuvunakool,Zachary Wu,1
Kathryn Tunyasuvunakool,Tim Green,1
Kathryn Tunyasuvunakool,Michał Zieliński,1
Jonas Adler,Zachary Wu,1
Jonas Adler,Tim Green,1
Jonas Adler,Michał Zieliński,1
Tim Green,Zachary Wu,1
Michał Zieliński,Zachary Wu,1
Michał Zieliński,Tim Green,1
Elena A. Allen,Eswar Damaraju,1
Elena A. Allen,Sergey Plis,1
Elena A. Allen,Erik B. Erhardt,1
Elena A. Allen,Tom Eichele,1
Eswar Damaraju,Sergey Plis,1
Erik B. Erhardt,Eswar Damaraju,1
Eswar Damaraju,Tom Eichele,1
Erik B. Erhardt,Sergey Plis,1
Sergey Plis,Tom Eichele,1
Erik B. Erhardt,Tom Eichele,1
Jörg Henseler,Theo K. Dijkstra,1
Adamantios Diamantopoulos,Jörg Henseler,1
Marko Sarstedt,Theo K. Dijkstra,1
Christian M. Ringle,Theo K. Dijkstra,1
Adamantios Diamantopoulos,Theo K. Dijkstra,1
Adamantios Diamantopoulos,Marko Sarstedt,1
Adamantios Diamantopoulos,Christian M. Ringle,1
Jens Lehmann,Robert Isele,1
Jens Lehmann,Max Jakob,1
Anja Jentzsch,Jens Lehmann,1
Dimitris Kontokostas,Jens Lehmann,1
Max Jakob,Robert Isele,1
Anja Jentzsch,Robert Isele,1
Dimitris Kontokostas,Robert Isele,1
Anja Jentzsch,Max Jakob,1
Dimitris Kontokostas,Max Jakob,1
Anja Jentzsch,Dimitris Kontokostas,1
Arang Rhie,Shane McCarthy,1
Arang Rhie,Olivier Fédrigo,1
Arang Rhie,Joana Damas,1
Arang Rhie,Giulio Formenti,1
Olivier Fédrigo,Shane McCarthy,1
Joana Damas,Shane McCarthy,1
Giulio Formenti,Shane McCarthy,1
Joana Damas,Olivier Fédrigo,1
Giulio Formenti,Olivier Fédrigo,1
Giulio Formenti,Joana Damas,1
Illah Nourbakhsh,Terrence Fong,1
Kerstin Dautenhahn,Terrence Fong,1
Illah Nourbakhsh,Kerstin Dautenhahn,1
Fan Liu,Yuanhao Cui,1
Christos Masouros,Fan Liu,1
Fan Liu,Jie Xu,1
Fan Liu,Tony Xiao Han,1
Christos Masouros,Yuanhao Cui,1
Jie Xu,Yuanhao Cui,1
Tony Xiao Han,Yuanhao Cui,1
Christos Masouros,Jie Xu,1
Christos Masouros,Tony Xiao Han,1
Jie Xu,Tony Xiao Han,1
Nicolas Dierckxsens,Patrick Mardulyn,1
Guillaume Smits,Nicolas Dierckxsens,1
Guillaume Smits,Patrick Mardulyn,1
Eliana V. Carraça,Pedro J. Teixeira,1
David Markland,Pedro J. Teixeira,1
Marlene N. Silva,Pedro J. Teixeira,1
Pedro J. Teixeira,Richard M. Ryan,1
David Markland,Eliana V. Carraça,1
Eliana V. Carraça,Marlene N. Silva,1
Eliana V. Carraça,Richard M. Ryan,1
David Markland,Marlene N. Silva,1
David Markland,Richard M. Ryan,1
Marlene N. Silva,Richard M. Ryan,1
Andy Haines,Sarah Whitmee,1
Chris Beyrer,Sarah Whitmee,1
Frederick Boltz,Sarah Whitmee,1
Anthony Capon,Sarah Whitmee,1
Andy Haines,Chris Beyrer,1
Andy Haines,Frederick Boltz,1
Andy Haines,Anthony Capon,1
Chris Beyrer,Frederick Boltz,1
Anthony Capon,Chris Beyrer,1
Anthony Capon,Frederick Boltz,1
Adriana Di Martino,Chao‐Gan Yan,1
Adriana Di Martino,Qinghong Li,1
Adriana Di Martino,E Denio,1
Adriana Di Martino,F. Xavier Castellanos,1
Chao‐Gan Yan,Qinghong Li,1
Chao‐Gan Yan,E Denio,1
Chao‐Gan Yan,F. Xavier Castellanos,1
E Denio,Qinghong Li,1
F. Xavier Castellanos,Qinghong Li,1
E Denio,F. Xavier Castellanos,1
Daniel R. Zerbino,Premanand Achuthan,1
Daniel R. Zerbino,Wasiu Akanni,1
Daniel R. Zerbino,M Ridwan Amode,1
Daniel Barrell,Daniel R. Zerbino,1
Premanand Achuthan,Wasiu Akanni,1
M Ridwan Amode,Premanand Achuthan,1
Daniel Barrell,Premanand Achuthan,1
M Ridwan Amode,Wasiu Akanni,1
Daniel Barrell,Wasiu Akanni,1
Daniel Barrell,M Ridwan Amode,1
Noah Snavely,Steven M. Seitz,1
Noah Snavely,Richard Szeliski,1
Richard Szeliski,Steven M. Seitz,1
Jeanne Ferrante,Karl J. Ottenstein,1
Jeanne Ferrante,Joe Warren,1
Joe Warren,Karl J. Ottenstein,1
James P. Balhoff,Suzi Aleksander,1
Seth Carbon,Suzi Aleksander,1
J. Michael Cherry,Suzi Aleksander,1
Harold Drabkin,Suzi Aleksander,1
James P. Balhoff,Seth Carbon,1
J. Michael Cherry,James P. Balhoff,1
Harold Drabkin,James P. Balhoff,1
J. Michael Cherry,Seth Carbon,1
Harold Drabkin,Seth Carbon,1
Harold Drabkin,J. Michael Cherry,1
Guo‐Li Xiong,Zhenhua Wu,1
Guo‐Li Xiong,Jiacai Yi,1
Guo‐Li Xiong,Li Fu,1
Guo‐Li Xiong,Zhijiang Yang,1
Jiacai Yi,Zhenhua Wu,1
Li Fu,Zhenhua Wu,1
Zhenhua Wu,Zhijiang Yang,1
Jiacai Yi,Li Fu,1
Jiacai Yi,Zhijiang Yang,1
Li Fu,Zhijiang Yang,1
Alexandros Ch. Lazanas,Mamas I. Prodromidis,1
Martijn van Zomeren,Tom Postmes,1
Martijn van Zomeren,Russell Spears,1
Russell Spears,Tom Postmes,1
Daniel S. Margulies,Satrajit Ghosh,1
Alexandros Goulas,Daniel S. Margulies,1
Daniel S. Margulies,Marcel Falkiewicz,1
Daniel S. Margulies,Julia M. Huntenburg,1
Alexandros Goulas,Satrajit Ghosh,1
Marcel Falkiewicz,Satrajit Ghosh,1
Julia M. Huntenburg,Satrajit Ghosh,1
Alexandros Goulas,Marcel Falkiewicz,1
Alexandros Goulas,Julia M. Huntenburg,1
Julia M. Huntenburg,Marcel Falkiewicz,1
Alexandre Abraham,Fabian Pedregosa,1
Alexandre Abraham,Michael Eickenberg,1
Alexandre Abraham,Philippe Gervais,1
Alexandre Abraham,Andreas Mueller,1
Fabian Pedregosa,Michael Eickenberg,1
Fabian Pedregosa,Philippe Gervais,1
Andreas Mueller,Fabian Pedregosa,1
Michael Eickenberg,Philippe Gervais,1
Andreas Mueller,Michael Eickenberg,1
Andreas Mueller,Philippe Gervais,1
Jonny Hancox,Nicola Rieke,1
Nicola Rieke,Wenqi Li,1
Fausto Milletarì,Nicola Rieke,1
Holger R. Roth,Nicola Rieke,1
Jonny Hancox,Wenqi Li,1
Fausto Milletarì,Jonny Hancox,1
Holger R. Roth,Jonny Hancox,1
Fausto Milletarì,Wenqi Li,1
Holger R. Roth,Wenqi Li,1
Fausto Milletarì,Holger R. Roth,1
Gregory A. Roth,Masayuki Teramoto,1
Aleksandr Y. Aravkin,Masayuki Teramoto,1
Masayuki Teramoto,Peng Zheng,1
Kalkidan Hassen Abate,Masayuki Teramoto,1
Aleksandr Y. Aravkin,Gregory A. Roth,1
Gregory A. Roth,Peng Zheng,1
Aleksandr Y. Aravkin,Kalkidan Hassen Abate,1
Kalkidan Hassen Abate,Peng Zheng,1
Aidan Fuller,Zhong Fan,1
Aidan Fuller,Charles Day,1
Aidan Fuller,Chris Barlow,1
Charles Day,Zhong Fan,1
Chris Barlow,Zhong Fan,1
Charles Day,Chris Barlow,1
Johan Alwall,Michel Herquet,1
Fabio Maltoni,Johan Alwall,1
Johan Alwall,Olivier Mattelaer,1
Johan Alwall,Tim Stelzer,1
Fabio Maltoni,Michel Herquet,1
Michel Herquet,Olivier Mattelaer,1
Michel Herquet,Tim Stelzer,1
Fabio Maltoni,Olivier Mattelaer,1
Fabio Maltoni,Tim Stelzer,1
Olivier Mattelaer,Tim Stelzer,1
Isabelle C. Van Gelder,Michiel Rienstra,1
Isabelle C. Van Gelder,Karina V Bunting,1
Isabelle C. Van Gelder,Rubén Casado-Arroyo,1
Isabelle C. Van Gelder,Valeria Caso,1
Karina V Bunting,Michiel Rienstra,1
Michiel Rienstra,Rubén Casado-Arroyo,1
Michiel Rienstra,Valeria Caso,1
Karina V Bunting,Rubén Casado-Arroyo,1
Karina V Bunting,Valeria Caso,1
Rubén Casado-Arroyo,Valeria Caso,1
Christopher D. Burns,Krzysztof J. Gorgolewski,1
Cindee Madison,Krzysztof J. Gorgolewski,1
Dav Clark,Krzysztof J. Gorgolewski,1
Krzysztof J. Gorgolewski,Yaroslav O. Halchenko,1
Christopher D. Burns,Cindee Madison,1
Christopher D. Burns,Dav Clark,1
Christopher D. Burns,Yaroslav O. Halchenko,1
Cindee Madison,Dav Clark,1
Cindee Madison,Yaroslav O. Halchenko,1
Dav Clark,Yaroslav O. Halchenko,1
Albert A. Koelmans,Nur Hazimah Mohamed Nor,1
Albert A. Koelmans,Enya Hermsen,1
Albert A. Koelmans,Merel Kooi,1
Albert A. Koelmans,Svenja M. Mintenig,1
Enya Hermsen,Nur Hazimah Mohamed Nor,1
Merel Kooi,Nur Hazimah Mohamed Nor,1
Nur Hazimah Mohamed Nor,Svenja M. Mintenig,1
Enya Hermsen,Merel Kooi,1
Enya Hermsen,Svenja M. Mintenig,1
Merel Kooi,Svenja M. Mintenig,1
Eddie Kohler,Robert Morris,1
Benjie Chen,Eddie Kohler,1
Eddie Kohler,John Jannotti,1
Eddie Kohler,M. Frans Kaashoek,1
Benjie Chen,Robert Morris,1
John Jannotti,Robert Morris,1
M. Frans Kaashoek,Robert Morris,1
Benjie Chen,John Jannotti,1
Benjie Chen,M. Frans Kaashoek,1
John Jannotti,M. Frans Kaashoek,1
Jonathan Schmidt,Mário R. G. Marques,1
Jonathan Schmidt,Silvana Botti,1
Jonathan Schmidt,Miguel A. L. Marques,1
Mário R. G. Marques,Silvana Botti,1
Miguel A. L. Marques,Mário R. G. Marques,1
Miguel A. L. Marques,Silvana Botti,1
Arthur W. Toga,John C. Mazziotta,1
Alan C. Evans,John C. Mazziotta,1
John C. Mazziotta,Peter T. Fox,1
Jack L. Lancaster,John C. Mazziotta,1
Alan C. Evans,Arthur W. Toga,1
Arthur W. Toga,Peter T. Fox,1
Arthur W. Toga,Jack L. Lancaster,1
Alan C. Evans,Peter T. Fox,1
Alan C. Evans,Jack L. Lancaster,1
Jack L. Lancaster,Peter T. Fox,1
Kalana,Wijegunarathna,1
Stock,Wijegunarathna,1
Kristin,Wijegunarathna,1
Jones,Wijegunarathna,1
Christopher B.,Wijegunarathna,1
Kalana,Stock,1
Kalana,Kristin,1
Jones,Kalana,1
Christopher B.,Kalana,1
Kristin,Stock,1
Jones,Stock,1
Christopher B.,Stock,1
Jones,Kristin,1
Christopher B.,Kristin,1
Christopher B.,Jones,1
Fabian J. Theis,Malte D. Luecken,1
Damian Szklarczyk,Jaime Huerta‐Cepas,1
Jaime Huerta‐Cepas,Kristoffer Forslund,1
Helen Cook,Jaime Huerta‐Cepas,1
Davide Heller,Jaime Huerta‐Cepas,1
Damian Szklarczyk,Kristoffer Forslund,1
Damian Szklarczyk,Helen Cook,1
Damian Szklarczyk,Davide Heller,1
Helen Cook,Kristoffer Forslund,1
Davide Heller,Kristoffer Forslund,1
Davide Heller,Helen Cook,1
Sarah‐Jayne Blakemore,Suparna Choudhury,1
Neil Shephard,Ole E. Barndorff–Nielsen,1
Jing Yang,Parker B. Antin,1
Geert Berx,Jing Yang,1
Cédric Blanpain,Jing Yang,1
Jing Yang,Thomas Brabletz,1
Geert Berx,Parker B. Antin,1
Cédric Blanpain,Parker B. Antin,1
Parker B. Antin,Thomas Brabletz,1
Cédric Blanpain,Geert Berx,1
Geert Berx,Thomas Brabletz,1
Cédric Blanpain,Thomas Brabletz,1
Leo Tjäderhane,Marília Afonso Rabelo Buzalaf,1
Leo Tjäderhane,Marcela Carrilho,1
Catherine Chaussain,Leo Tjäderhane,1
Marcela Carrilho,Marília Afonso Rabelo Buzalaf,1
Catherine Chaussain,Marília Afonso Rabelo Buzalaf,1
Catherine Chaussain,Marcela Carrilho,1
Michael N. Shadlen,William T. Newsome,1
Sungwook Hong,Thomas P. Senftle,1
Md Mahbubul Islam,Thomas P. Senftle,1
Sudhir B. Kylasa,Thomas P. Senftle,1
Thomas P. Senftle,Yuanxia Zheng,1
Md Mahbubul Islam,Sungwook Hong,1
Sudhir B. Kylasa,Sungwook Hong,1
Sungwook Hong,Yuanxia Zheng,1
Md Mahbubul Islam,Sudhir B. Kylasa,1
Md Mahbubul Islam,Yuanxia Zheng,1
Sudhir B. Kylasa,Yuanxia Zheng,1
Giulio Rastelli,Luca Pinzi,1
Ahmad Sawalmeh,Hazim Shakhatreh,1
Ala Al‐Fuqaha,Hazim Shakhatreh,1
Hazim Shakhatreh,Zuochao Dou,1
Eyad Almaita,Hazim Shakhatreh,1
Ahmad Sawalmeh,Ala Al‐Fuqaha,1
Ahmad Sawalmeh,Zuochao Dou,1
Ahmad Sawalmeh,Eyad Almaita,1
Ala Al‐Fuqaha,Zuochao Dou,1
Ala Al‐Fuqaha,Eyad Almaita,1
Eyad Almaita,Zuochao Dou,1
Arndt Hampe,Rémy J. Petit,1
Kathryn L. Mills,Sarah‐Jayne Blakemore,1
Emma Mosley,Sylvain Laborde,1
Julian F. Thayer,Sylvain Laborde,1
Emma Mosley,Julian F. Thayer,1
David Chant,Sukanta Saha,1
Joy Welham,Sukanta Saha,1
John J. McGrath,Sukanta Saha,1
David Chant,Joy Welham,1
David Chant,John J. McGrath,1
John J. McGrath,Joy Welham,1
Xu Chen,Zhi Zhou,1
En Li,Zhi Zhou,1
Liekang Zeng,Zhi Zhou,1
Ke Luo,Zhi Zhou,1
En Li,Xu Chen,1
Liekang Zeng,Xu Chen,1
Ke Luo,Xu Chen,1
En Li,Liekang Zeng,1
En Li,Ke Luo,1
Ke Luo,Liekang Zeng,1
Julian Blank,Kalyanmoy Deb,1
Ana P. C. Rodrigues,Barry J. Grant,1
Barry J. Grant,Karim M. ElSawy,1
Barry J. Grant,J. Andrew McCammon,1
Barry J. Grant,Leo S. D. Caves,1
Ana P. C. Rodrigues,Karim M. ElSawy,1
Ana P. C. Rodrigues,J. Andrew McCammon,1
Ana P. C. Rodrigues,Leo S. D. Caves,1
J. Andrew McCammon,Karim M. ElSawy,1
Karim M. ElSawy,Leo S. D. Caves,1
J. Andrew McCammon,Leo S. D. Caves,1
Arsha Nagrani,Joon Son Chung,1
Andrew Zisserman,Arsha Nagrani,1
Andrew Zisserman,Joon Son Chung,1
Mike Montemerlo,Sebastian Thrun,1
Hendrik Dahlkamp,Sebastian Thrun,1
David Stavens,Sebastian Thrun,1
Andrei Aron,Sebastian Thrun,1
Hendrik Dahlkamp,Mike Montemerlo,1
David Stavens,Mike Montemerlo,1
Andrei Aron,Mike Montemerlo,1
David Stavens,Hendrik Dahlkamp,1
Andrei Aron,Hendrik Dahlkamp,1
Andrei Aron,David Stavens,1
Andrzej Skowron,Zdzisław Pawlak,1
Kai Dührkop,Markus Fleischauer,1
Kai Dührkop,Marcus Ludwig,1
Alexander A. Aksenov,Kai Dührkop,1
Alexey V. Melnik,Kai Dührkop,1
Marcus Ludwig,Markus Fleischauer,1
Alexander A. Aksenov,Markus Fleischauer,1
Alexey V. Melnik,Markus Fleischauer,1
Alexander A. Aksenov,Marcus Ludwig,1
Alexey V. Melnik,Marcus Ludwig,1
Alexander A. Aksenov,Alexey V. Melnik,1
Michael J. Scott,Ulf Gustafsson,1
Martin Hübner,Ulf Gustafsson,1
Jonas Nygren,Ulf Gustafsson,1
Nicolas Demartines,Ulf Gustafsson,1
Martin Hübner,Michael J. Scott,1
Jonas Nygren,Michael J. Scott,1
Michael J. Scott,Nicolas Demartines,1
Jonas Nygren,Martin Hübner,1
Martin Hübner,Nicolas Demartines,1
Jonas Nygren,Nicolas Demartines,1
Na Jia,Tommy Tsan‐Yuk Lam,1
Tommy Tsan‐Yuk Lam,Yawei Zhang,1
Marcus Ho-Hin Shum,Tommy Tsan‐Yuk Lam,1
Jia-Fu Jiang,Tommy Tsan‐Yuk Lam,1
Na Jia,Yawei Zhang,1
Marcus Ho-Hin Shum,Na Jia,1
Jia-Fu Jiang,Na Jia,1
Marcus Ho-Hin Shum,Yawei Zhang,1
Jia-Fu Jiang,Yawei Zhang,1
Jia-Fu Jiang,Marcus Ho-Hin Shum,1
Alessandro Chiolerio,Matteo Stoppa,1
R. Ramaswamy,Somayya Madakam,1
Siddharth Tripathi,Somayya Madakam,1
R. Ramaswamy,Siddharth Tripathi,1
Christopher D. Fjell,Jan A. Hiss,1
Christopher D. Fjell,Robert E. W. Hancock,1
Christopher D. Fjell,Gisbert Schneider,1
Jan A. Hiss,Robert E. W. Hancock,1
Gisbert Schneider,Jan A. Hiss,1
Gisbert Schneider,Robert E. W. Hancock,1
Dougľas R. White,Walter W. Powell,1
Kenneth W. Koput,Walter W. Powell,1
Jason Owen‐Smith,Walter W. Powell,1
Dougľas R. White,Kenneth W. Koput,1
Dougľas R. White,Jason Owen‐Smith,1
Jason Owen‐Smith,Kenneth W. Koput,1
Jennifer Rust,Rose Oughtred,1
Christie Chang,Rose Oughtred,1
Bobby‐Joe Breitkreutz,Rose Oughtred,1
Chris Stark,Rose Oughtred,1
Christie Chang,Jennifer Rust,1
Bobby‐Joe Breitkreutz,Jennifer Rust,1
Chris Stark,Jennifer Rust,1
Bobby‐Joe Breitkreutz,Christie Chang,1
Chris Stark,Christie Chang,1
Bobby‐Joe Breitkreutz,Chris Stark,1
Alison Vrbanac,Rob Knight,1
Bryn C. Taylor,Rob Knight,1
Alexander A. Aksenov,Rob Knight,1
Chris Callewaert,Rob Knight,1
Alison Vrbanac,Bryn C. Taylor,1
Alexander A. Aksenov,Alison Vrbanac,1
Alison Vrbanac,Chris Callewaert,1
Alexander A. Aksenov,Bryn C. Taylor,1
Bryn C. Taylor,Chris Callewaert,1
Alexander A. Aksenov,Chris Callewaert,1
Arezoo Aghaei Chadegani,Hadi Salehi,1
Arezoo Aghaei Chadegani,Melor Md Yunus,1
Arezoo Aghaei Chadegani,Hadi Farhadi,1
Arezoo Aghaei Chadegani,Masood Fooladi,1
Hadi Salehi,Melor Md Yunus,1
Hadi Farhadi,Hadi Salehi,1
Hadi Salehi,Masood Fooladi,1
Hadi Farhadi,Melor Md Yunus,1
Masood Fooladi,Melor Md Yunus,1
Hadi Farhadi,Masood Fooladi,1
Angus Deaton,Nancy Cartwright,1
Jose Benitez,Jörg Henseler,1
Ana Castillo,Jose Benitez,1
Florian Schuberth,Jose Benitez,1
Ana Castillo,Jörg Henseler,1
Florian Schuberth,Jörg Henseler,1
Ana Castillo,Florian Schuberth,1
Carl Lagoze,Jean‐Christophe Plantin,1
Jean‐Christophe Plantin,Paul N Edwards,1
Christian Sandvig,Jean‐Christophe Plantin,1
Carl Lagoze,Paul N Edwards,1
Carl Lagoze,Christian Sandvig,1
Christian Sandvig,Paul N Edwards,1
Catherine D’Ignazio,Lauren Klein,1
Chunguang Bai,Patrick Dallasega,1
Chunguang Bai,Guido Orzes,1
Chunguang Bai,Joseph Sarkis,1
Guido Orzes,Patrick Dallasega,1
Joseph Sarkis,Patrick Dallasega,1
Guido Orzes,Joseph Sarkis,1
Kawaljeet Kaur Kapoor,Kuttimani Tamilmani,1
Kawaljeet Kaur Kapoor,Nripendra P. Rana,1
Kawaljeet Kaur Kapoor,Pushp P. Patil,1
Kawaljeet Kaur Kapoor,Yogesh K. Dwivedi,1
Kuttimani Tamilmani,Nripendra P. Rana,1
Kuttimani Tamilmani,Pushp P. Patil,1
Kuttimani Tamilmani,Yogesh K. Dwivedi,1
Nripendra P. Rana,Pushp P. Patil,1
Pushp P. Patil,Yogesh K. Dwivedi,1
Caroline Birkle,David Pendlebury,1
Caroline Birkle,Joshua D. Schnell,1
Caroline Birkle,Jonathan Adams,1
David Pendlebury,Joshua D. Schnell,1
David Pendlebury,Jonathan Adams,1
Jonathan Adams,Joshua D. Schnell,1
Benjamin K. Sovacool,Jonn Axsen,1
Benjamin K. Sovacool,Steve Sorrell,1
Jonn Axsen,Steve Sorrell,1
Julian Kirchherr,Nan-Hua Nadja Yang,1
Frederik Schulze-Spüntrup,Julian Kirchherr,1
Julian Kirchherr,Maarten J. Heerink,1
Frederik Schulze-Spüntrup,Nan-Hua Nadja Yang,1
Maarten J. Heerink,Nan-Hua Nadja Yang,1
Kris Hartley,Nan-Hua Nadja Yang,1
Frederik Schulze-Spüntrup,Maarten J. Heerink,1
Frederik Schulze-Spüntrup,Kris Hartley,1
Kris Hartley,Maarten J. Heerink,1
Ramiro Montealegre,Wayne F. Cascio,1
Han Hu,Yonggang Wen,1
Han Hu,Tat‐Seng Chua,1
Han Hu,Xuelong Li,1
Tat‐Seng Chua,Yonggang Wen,1
Xuelong Li,Yonggang Wen,1
Tat‐Seng Chua,Xuelong Li,1
Herman Aguinis,Jason R. Pierce,1
Martin de Jong,Simon Joss,1
Daan Schraven,Martin de Jong,1
Changjie Zhan,Martin de Jong,1
Margot Weijnen,Martin de Jong,1
Daan Schraven,Simon Joss,1
Changjie Zhan,Simon Joss,1
Margot Weijnen,Simon Joss,1
Changjie Zhan,Daan Schraven,1
Daan Schraven,Margot Weijnen,1
Changjie Zhan,Margot Weijnen,1
Gary King,Jennifer Pan,1
Gary King,Margaret E. Roberts,1
Jennifer Pan,Margaret E. Roberts,1
Eirini Ntoutsi,Pavlos Fafalios,1
Eirini Ntoutsi,Ujwal Gadiraju,1
Eirini Ntoutsi,Vasileios Iosifidis,1
Eirini Ntoutsi,Wolfgang Nejdl,1
Pavlos Fafalios,Ujwal Gadiraju,1
Pavlos Fafalios,Vasileios Iosifidis,1
Pavlos Fafalios,Wolfgang Nejdl,1
Ujwal Gadiraju,Vasileios Iosifidis,1
Ujwal Gadiraju,Wolfgang Nejdl,1
